algoritmo,dim,max_fes,funcion,mean,median,std
middleware,20,5000000,1,13.607901344500036,3.4131022748674127,39.1684644665722
middleware,20,5000000,2,55.364259088656205,51.04395411688802,14.335234082908446
middleware,20,5000000,3,0.0006956915149671392,2.7997590450468124e-05,0.0014524467495658163
middleware,20,5000000,4,47.44694803989929,47.139183289239554,10.144301382257964
middleware,20,5000000,5,0.029405859888093605,0.007736675888509126,0.041049685968288945
middleware,20,5000000,6,173183.1416010771,159823.63470394738,107445.62776817057
middleware,20,5000000,7,2.7326599324175116,0.0,7.60688351958957
middleware,20,5000000,8,12.454932770993523,0.0,34.01474208411777
middleware,20,5000000,9,350.7331143237778,348.33057949483236,13.242046754536636
middleware,20,5000000,10,0.0,0.0,0.0
middleware,20,5000000,11,24.9509312949319,22.02095890927876,19.171582654059065
middleware,20,5000000,12,216.48262805054708,220.70631169684293,14.040288727469033
pso,10,5000,1,801.2309677492666,164.72579902949929,1479.366270056261
pso,10,5000,2,121.06787271859216,65.74146066632011,184.97386914246627
pso,10,5000,3,0.06951197032752615,0.05055833009964772,0.0774206488428894
pso,10,5000,4,83.84860764193351,82.45393617759532,24.795479568369604
pso,10,5000,5,0.6816864233836155,0.5611925229879944,0.8992505228520048
pso,10,5000,6,69825.36810291761,70653.86737648249,27165.254751003296
pso,10,5000,7,105.27785290619094,66.89811639128266,110.69101562858842
pso,10,5000,8,1246.6796078604252,790.6120533345311,1265.1211871902235
pso,10,5000,9,464.9370631122988,431.92322126424506,98.87811605612615
pso,10,5000,10,126.05714427056849,0.0,150.66161870193042
pso,10,5000,11,281.2941149925253,54.21297876669314,374.43935491572915
pso,10,5000,12,174.01364022579565,170.96715873725998,20.63322312230939
pso,10,50000,1,792.5602094983309,0.0,1203.8827810781465
pso,10,50000,2,133.40010887910157,56.677924444701546,200.6532090696345
pso,10,50000,3,0.07115608382073957,0.05055482311797732,0.07177099495164083
pso,10,50000,4,48.52153214636823,48.0,14.800790614489989
pso,10,50000,5,0.2898604268428391,0.08952825041649248,0.4605894255113114
pso,10,50000,6,1623972.3180456092,73469.07458851895,11110040.917506922
pso,10,50000,7,66.9012567580829,49.142036304905105,60.90161472382116
pso,10,50000,8,1014.269422785408,774.7283160128854,1106.0859399816113
pso,10,50000,9,460.937922808522,436.4449668777311,91.18569217637734
pso,10,50000,10,0.0,0.0,0.0
pso,10,50000,11,279.4402318410723,48.32954368172841,375.4021265461792
pso,10,50000,12,166.993464959074,169.87539310444117,24.026011934221902
pso,10,500000,1,822.8613681485803,0.0,1850.544985473236
pso,10,500000,2,111.63358446609193,65.7414135607824,134.43334242722045
pso,10,500000,3,0.0686097970641502,0.05055482311797732,0.07569964859255014
pso,10,500000,4,30.361430195201166,30.0,10.590041337316215
pso,10,500000,5,0.21081445509783486,1.1368683772161603e-13,0.3423308381131745
pso,10,500000,6,1621894.1651714847,69326.07575821102,11109836.486611165
pso,10,500000,7,57.91343662695509,47.640209665298244,40.565751760444876
pso,10,500000,8,1116.4497571210406,418.4544168523512,1474.73014538827
pso,10,500000,9,454.915870930006,431.27256378531,74.2272092803841
pso,10,500000,10,1.1424116485306477,0.0,8.15845102391527
pso,10,500000,11,279.00185662363884,48.32954368172841,375.6908677145434
pso,10,500000,12,168.05256085477185,169.87539310444117,26.150807249212086
pso,10,5000000,1,1154.675979471045,0.0,1870.7777194001844
pso,10,5000000,2,132.7625670280048,65.7414135607824,193.17736363626898
